chapter_id,verse_number,verse_key,arabic_text,arabic_text_raw,turkish_text
5,6,5:6,يايها الذين ءامنوا۟ اذا قمتم الى الصلوة فاغسلوا۟ وجوهكم وايديكم الى المرافق وامسحوا۟ برءوسكم وارجلكم الى الكعبين ۚ وان كنتم جنبا فاطهروا۟ ۚ وان كنتم مرضى او على سفر او جاء احد منكم من الغايط او لمستم النساء فلم تجدوا۟ ماء فتيمموا۟ صعيدا طيبا فامسحوا۟ بوجوهكم وايديكم منه ۚ ما يريد الله ليجعل عليكم من حرج ولكن يريد ليطهركم وليتم نعمتهۥ عليكم لعلكم تشكرون,يَـٰٓأَيُّهَا ٱلَّذِينَ ءَامَنُوٓا۟ إِذَا قُمْتُمْ إِلَى ٱلصَّلَوٰةِ فَٱغْسِلُوا۟ وُجُوهَكُمْ وَأَيْدِيَكُمْ إِلَى ٱلْمَرَافِقِ وَٱمْسَحُوا۟ بِرُءُوسِكُمْ وَأَرْجُلَكُمْ إِلَى ٱلْكَعْبَيْنِ ۚ وَإِن كُنتُمْ جُنُبًا فَٱطَّهَّرُوا۟ ۚ وَإِن كُنتُم مَّرْضَىٰٓ أَوْ عَلَىٰ سَفَرٍ أَوْ جَآءَ أَحَدٌ مِّنكُم مِّنَ ٱلْغَآئِطِ أَوْ لَـٰمَسْتُمُ ٱلنِّسَآءَ فَلَمْ تَجِدُوا۟ مَآءً فَتَيَمَّمُوا۟ صَعِيدًا طَيِّبًا فَٱمْسَحُوا۟ بِوُجُوهِكُمْ وَأَيْدِيكُم مِّنْهُ ۚ مَا يُرِيدُ ٱللَّهُ لِيَجْعَلَ عَلَيْكُم مِّنْ حَرَجٍ وَلَـٰكِن يُرِيدُ لِيُطَهِّرَكُمْ وَلِيُتِمَّ نِعْمَتَهُۥ عَلَيْكُمْ لَعَلَّكُمْ تَشْكُرُونَ,"Ey İnananlar! Namaza kalktığınızda yüzlerinizi, dirseklere kadar ellerinizi, -başlarınızı meshedip- topuk kemiklerine kadar ayaklarınızı yıkayın. Eğer cünüpseniz yıkanıp temizlenin; şayet hasta veya yolculukta iseniz veya ayak yolundan gelmişseniz yahut kadınlara yaklaşmışsanız ve su bulamamışsanız temiz bir toprağa teyemmüm edin, yüzlerinizi, ellerinizi onunla meshedin. Allah sizi zorlamak istemez, Allah sizi arıtıp üzerinize olan nimetini tamamlamak ister ki şükredesiniz."
5,7,5:7,واذكروا۟ نعمة الله عليكم وميثقه الذى واثقكم بهۦ اذ قلتم سمعنا واطعنا ۖ واتقوا۟ الله ۚ ان الله عليمۢ بذات الصدور,وَٱذْكُرُوا۟ نِعْمَةَ ٱللَّهِ عَلَيْكُمْ وَمِيثَـٰقَهُ ٱلَّذِى وَاثَقَكُم بِهِۦٓ إِذْ قُلْتُمْ سَمِعْنَا وَأَطَعْنَا ۖ وَٱتَّقُوا۟ ٱللَّهَ ۚ إِنَّ ٱللَّهَ عَلِيمٌۢ بِذَاتِ ٱلصُّدُورِ,"Allah'ın size olan nimetini ve &quot;İşittik, itaat ettik&quot; dediğinizde sizi andına bağladığı sözünü anın. Allah'tan sakının, Allah içinizde olanı elbette bilir."
5,8,5:8,يايها الذين ءامنوا۟ كونوا۟ قومين لله شهداء بالقسط ۖ ولا يجرمنكم شنان قوم على الا تعدلوا۟ ۚ اعدلوا۟ هو اقرب للتقوى ۖ واتقوا۟ الله ۚ ان الله خبيرۢ بما تعملون,يَـٰٓأَيُّهَا ٱلَّذِينَ ءَامَنُوا۟ كُونُوا۟ قَوَّٰمِينَ لِلَّهِ شُهَدَآءَ بِٱلْقِسْطِ ۖ وَلَا يَجْرِمَنَّكُمْ شَنَـَٔانُ قَوْمٍ عَلَىٰٓ أَلَّا تَعْدِلُوا۟ ۚ ٱعْدِلُوا۟ هُوَ أَقْرَبُ لِلتَّقْوَىٰ ۖ وَٱتَّقُوا۟ ٱللَّهَ ۚ إِنَّ ٱللَّهَ خَبِيرٌۢ بِمَا تَعْمَلُونَ,"Ey İnananlar! Allah için adaleti ayakta tutup gözeten şahidler olun. Bir topluluğa olan öfkeniz sizi adaletsizliğe sürüklemesin; adil olun; bu, Allah'a karşı gelmekten sakınmaya daha yakındır. Allah'tan sakının, doğrusu Allah işlediklerinizden Haberdar'dır."
5,9,5:9,وعد الله الذين ءامنوا۟ وعملوا۟ الصلحت ۙ لهم مغفرة واجر عظيم,وَعَدَ ٱللَّهُ ٱلَّذِينَ ءَامَنُوا۟ وَعَمِلُوا۟ ٱلصَّـٰلِحَـٰتِ ۙ لَهُم مَّغْفِرَةٌ وَأَجْرٌ عَظِيمٌ,"Allah, inananlara ve yararlı işler işleyenlere mağfiret ve büyük ecir olduğunu vadetmiştir."
5,10,5:10,والذين كفروا۟ وكذبوا۟ بايتنا او۟ليك اصحب الجحيم,وَٱلَّذِينَ كَفَرُوا۟ وَكَذَّبُوا۟ بِـَٔايَـٰتِنَآ أُو۟لَـٰٓئِكَ أَصْحَـٰبُ ٱلْجَحِيمِ,"İnkar edenler ve ayetlerimizi yalanlayanlar, işte onlar cehennemliklerdir."
6,1,6:1, الحمد لله الذى خلق السموت والارض وجعل الظلمت والنور ۖ ثم الذين كفروا۟ بربهم يعدلون, ٱلْحَمْدُ لِلَّهِ ٱلَّذِى خَلَقَ ٱلسَّمَـٰوَٰتِ وَٱلْأَرْضَ وَجَعَلَ ٱلظُّلُمَـٰتِ وَٱلنُّورَ ۖ ثُمَّ ٱلَّذِينَ كَفَرُوا۟ بِرَبِّهِمْ يَعْدِلُونَ,"Hamd, gökleri ve yeri yaratan, karanlıkları ve aydınlığı vareden Allah'a mahsustur. Öyle iken, inkar edenler Rablerine başkalarını eşit tutuyorlar."
6,2,6:2,هو الذى خلقكم من طين ثم قضى اجلا ۖ واجل مسمى عندهۥ ۖ ثم انتم تمترون,هُوَ ٱلَّذِى خَلَقَكُم مِّن طِينٍ ثُمَّ قَضَىٰٓ أَجَلًا ۖ وَأَجَلٌ مُّسَمًّى عِندَهُۥ ۖ ثُمَّ أَنتُمْ تَمْتَرُونَ,"O, sizi çamurdan yaratan, sonra size bir ecel tayin edendir. Belirli bir ecel O'nun katındadır; sonra bir de şüphe edersiniz."
6,3,6:3,وهو الله فى السموت وفى الارض ۖ يعلم سركم وجهركم ويعلم ما تكسبون,وَهُوَ ٱللَّهُ فِى ٱلسَّمَـٰوَٰتِ وَفِى ٱلْأَرْضِ ۖ يَعْلَمُ سِرَّكُمْ وَجَهْرَكُمْ وَيَعْلَمُ مَا تَكْسِبُونَ,"O, göklerin ve yerin Allah'ı, içinizi dışınızı bilir, kazandıklarınızı da bilir."
6,4,6:4,وما تاتيهم من ءاية من ءايت ربهم الا كانوا۟ عنها معرضين,وَمَا تَأْتِيهِم مِّنْ ءَايَةٍ مِّنْ ءَايَـٰتِ رَبِّهِمْ إِلَّا كَانُوا۟ عَنْهَا مُعْرِضِينَ,Onlara Rablerinin ayetlerinden bir ayet geldikçe ondan yüz çevirirlerdi.
6,5,6:5,فقد كذبوا۟ بالحق لما جاءهم ۖ فسوف ياتيهم انۢبوا۟ ما كانوا۟ بهۦ يستهزءون,فَقَدْ كَذَّبُوا۟ بِٱلْحَقِّ لَمَّا جَآءَهُمْ ۖ فَسَوْفَ يَأْتِيهِمْ أَنۢبَـٰٓؤُا۟ مَا كَانُوا۟ بِهِۦ يَسْتَهْزِءُونَ,Gerçek kendilerine gelince onu yalanladılar. Alaya aldıkları şeyin haberleri kendilerine gelecektir.
6,6,6:6,الم يروا۟ كم اهلكنا من قبلهم من قرن مكنهم فى الارض ما لم نمكن لكم وارسلنا السماء عليهم مدرارا وجعلنا الانهر تجرى من تحتهم فاهلكنهم بذنوبهم وانشانا منۢ بعدهم قرنا ءاخرين,أَلَمْ يَرَوْا۟ كَمْ أَهْلَكْنَا مِن قَبْلِهِم مِّن قَرْنٍ مَّكَّنَّـٰهُمْ فِى ٱلْأَرْضِ مَا لَمْ نُمَكِّن لَّكُمْ وَأَرْسَلْنَا ٱلسَّمَآءَ عَلَيْهِم مِّدْرَارًا وَجَعَلْنَا ٱلْأَنْهَـٰرَ تَجْرِى مِن تَحْتِهِمْ فَأَهْلَكْنَـٰهُم بِذُنُوبِهِمْ وَأَنشَأْنَا مِنۢ بَعْدِهِمْ قَرْنًا ءَاخَرِينَ,"Onlardan önce nice nesilleri yok ettiğimizi görmediler mi? Onları, sizi yerleştirmediğimiz bir şekilde yeryüzüne yerleştirmiş, gökten bol yağmur yağdırmış, altlarından ırmaklar akıtmıştık. Fakat onları günahlarından ötürü yok ettik ve ardlarından başka bir nesil yetiştirdik."
6,7,6:7,ولو نزلنا عليك كتبا فى قرطاس فلمسوه بايديهم لقال الذين كفروا۟ ان هذا الا سحر مبين,وَلَوْ نَزَّلْنَا عَلَيْكَ كِتَـٰبًا فِى قِرْطَاسٍ فَلَمَسُوهُ بِأَيْدِيهِمْ لَقَالَ ٱلَّذِينَ كَفَرُوٓا۟ إِنْ هَـٰذَآ إِلَّا سِحْرٌ مُّبِينٌ,"Sana Kitap'ı kağıtta yazılı olarak indirmiş olsak da, elleriyle ona dokunsalar, inkar edenler yine de, &quot;Bu apaçık bir büyüdür&quot; derlerdi."
6,8,6:8,وقالوا۟ لولا انزل عليه ملك ۖ ولو انزلنا ملكا لقضى الامر ثم لا ينظرون,وَقَالُوا۟ لَوْلَآ أُنزِلَ عَلَيْهِ مَلَكٌ ۖ وَلَوْ أَنزَلْنَا مَلَكًا لَّقُضِىَ ٱلْأَمْرُ ثُمَّ لَا يُنظَرُونَ,&quot;Ona bir melek indirilmeli değil miydi?&quot; dediler. Bir melek indirmiş olsaydık iş bitmiş olurdu da onlara göz bile açtırılmazdı.
6,9,6:9,ولو جعلنه ملكا لجعلنه رجلا وللبسنا عليهم ما يلبسون,وَلَوْ جَعَلْنَـٰهُ مَلَكًا لَّجَعَلْنَـٰهُ رَجُلًا وَلَلَبَسْنَا عَلَيْهِم مَّا يَلْبِسُونَ,"Biz onu melek kılsaydık, bir insan şeklinde yapardık da, düştükleri şüpheye onları yine düşürmüş olurduk."
6,10,6:10,ولقد استهزي برسل من قبلك فحاق بالذين سخروا۟ منهم ما كانوا۟ بهۦ يستهزءون,وَلَقَدِ ٱسْتُهْزِئَ بِرُسُلٍ مِّن قَبْلِكَ فَحَاقَ بِٱلَّذِينَ سَخِرُوا۟ مِنْهُم مَّا كَانُوا۟ بِهِۦ يَسْتَهْزِءُونَ,"And olsun ki, senden önce birçok peygamberler alaya alınmıştı, onlarla eğlenenleri, alaya aldıkları şey mahvetti."
7,1,7:1, المص, الٓمٓصٓ,"Elif, Lam, Mim, Sad."
7,2,7:2,كتب انزل اليك فلا يكن فى صدرك حرج منه لتنذر بهۦ وذكرى للمومنين,كِتَـٰبٌ أُنزِلَ إِلَيْكَ فَلَا يَكُن فِى صَدْرِكَ حَرَجٌ مِّنْهُ لِتُنذِرَ بِهِۦ وَذِكْرَىٰ لِلْمُؤْمِنِينَ,Sana bir Kitap indirildi. Onunla insanları uyarman ve inananlara öğüt vermen için kalbine bir darlık gelmesin.
7,3,7:3,اتبعوا۟ ما انزل اليكم من ربكم ولا تتبعوا۟ من دونهۦ اولياء ۗ قليلا ما تذكرون,ٱتَّبِعُوا۟ مَآ أُنزِلَ إِلَيْكُم مِّن رَّبِّكُمْ وَلَا تَتَّبِعُوا۟ مِن دُونِهِۦٓ أَوْلِيَآءَ ۗ قَلِيلًا مَّا تَذَكَّرُونَ,"Rabbinizden size indirilen Kitap'a uyun, O'ndan başka dostlar edinerek onlara uymayın. Pek az öğüt dinliyorsunuz."
7,4,7:4,وكم من قرية اهلكنها فجاءها باسنا بيتا او هم قايلون,وَكَم مِّن قَرْيَةٍ أَهْلَكْنَـٰهَا فَجَآءَهَا بَأْسُنَا بَيَـٰتًا أَوْ هُمْ قَآئِلُونَ,Biz nice kentleri yok etmişizdir; geceleyin veya gündüz uykularında iken baskınımıza uğramışlardır.
7,5,7:5,فما كان دعوىهم اذ جاءهم باسنا الا ان قالوا۟ انا كنا ظلمين,فَمَا كَانَ دَعْوَىٰهُمْ إِذْ جَآءَهُم بَأْسُنَآ إِلَّآ أَن قَالُوٓا۟ إِنَّا كُنَّا ظَـٰلِمِينَ,"Baskınımıza uğradıklarında, sözleri, &quot;Gerçekten biz haksızdık&quot; demekten ibaret kalmıştır."
7,6,7:6,فلنسلن الذين ارسل اليهم ولنسلن المرسلين,فَلَنَسْـَٔلَنَّ ٱلَّذِينَ أُرْسِلَ إِلَيْهِمْ وَلَنَسْـَٔلَنَّ ٱلْمُرْسَلِينَ,"And olsun ki, kendilerine peygamber gönderilenlere soracağız, peygamberlere de soracağız."
7,7,7:7,فلنقصن عليهم بعلم ۖ وما كنا غايبين,فَلَنَقُصَّنَّ عَلَيْهِم بِعِلْمٍ ۖ وَمَا كُنَّا غَآئِبِينَ,"And olsun ki, yaptıklarını kendilerine bir bir anlatacağız, zira onlardan uzak değildik."
7,8,7:8,والوزن يوميذ الحق ۚ فمن ثقلت موزينهۥ فاو۟ليك هم المفلحون,وَٱلْوَزْنُ يَوْمَئِذٍ ٱلْحَقُّ ۚ فَمَن ثَقُلَتْ مَوَٰزِينُهُۥ فَأُو۟لَـٰٓئِكَ هُمُ ٱلْمُفْلِحُونَ,"Gerçek tartı kıyamet günündedir. Tartıları ağır gelenler, işte onlar kurtulanlardır."
7,9,7:9,ومن خفت موزينهۥ فاو۟ليك الذين خسروا۟ انفسهم بما كانوا۟ بايتنا يظلمون,وَمَنْ خَفَّتْ مَوَٰزِينُهُۥ فَأُو۟لَـٰٓئِكَ ٱلَّذِينَ خَسِرُوٓا۟ أَنفُسَهُم بِمَا كَانُوا۟ بِـَٔايَـٰتِنَا يَظْلِمُونَ,"Tartıları hafif gelenler, ayetlerimize yaptıkları haksızlıklardan ötürü kendilerini mahvetmiş olanlardır."
7,10,7:10,ولقد مكنكم فى الارض وجعلنا لكم فيها معيش ۗ قليلا ما تشكرون,وَلَقَدْ مَكَّنَّـٰكُمْ فِى ٱلْأَرْضِ وَجَعَلْنَا لَكُمْ فِيهَا مَعَـٰيِشَ ۗ قَلِيلًا مَّا تَشْكُرُونَ,Sizi yeryüzünde yerleştirdik ve orada size geçimlikler yarattık. Öyleyken pek az şükrediyorsunuz.
8,1,8:1, يسلونك عن الانفال ۖ قل الانفال لله والرسول ۖ فاتقوا۟ الله واصلحوا۟ ذات بينكم ۖ واطيعوا۟ الله ورسولهۥ ان كنتم مومنين, يَسْـَٔلُونَكَ عَنِ ٱلْأَنفَالِ ۖ قُلِ ٱلْأَنفَالُ لِلَّهِ وَٱلرَّسُولِ ۖ فَٱتَّقُوا۟ ٱللَّهَ وَأَصْلِحُوا۟ ذَاتَ بَيْنِكُمْ ۖ وَأَطِيعُوا۟ ٱللَّهَ وَرَسُولَهُۥٓ إِن كُنتُم مُّؤْمِنِينَ,"Sana, ganimetlere dair soru sorarlar, de ki: Ganimetler Allah'ın ve Peygamberindir. İnanıyorsanız Allah'tan sakının, aranızdaki münasebetleri düzeltin, Allah'a ve Peygamberine itaat edin."
8,2,8:2,انما المومنون الذين اذا ذكر الله وجلت قلوبهم واذا تليت عليهم ءايتهۥ زادتهم ايمنا وعلى ربهم يتوكلون,إِنَّمَا ٱلْمُؤْمِنُونَ ٱلَّذِينَ إِذَا ذُكِرَ ٱللَّهُ وَجِلَتْ قُلُوبُهُمْ وَإِذَا تُلِيَتْ عَلَيْهِمْ ءَايَـٰتُهُۥ زَادَتْهُمْ إِيمَـٰنًا وَعَلَىٰ رَبِّهِمْ يَتَوَكَّلُونَ,"İnananlar ancak, o kimselerdir ki Allah anıldığı zaman kalbleri titrer, ayetleri okunduğu zaman bu onların imanlarını artırır. Ve Rablerine güvenirler; namaz kılarlar; kendilerine verdiğimiz rızıktan yerli yerince sarf ederler."
8,3,8:3,الذين يقيمون الصلوة ومما رزقنهم ينفقون,ٱلَّذِينَ يُقِيمُونَ ٱلصَّلَوٰةَ وَمِمَّا رَزَقْنَـٰهُمْ يُنفِقُونَ,"İnananlar ancak, o kimselerdir ki Allah anıldığı zaman kalbleri titrer, ayetleri okunduğu zaman bu onların imanlarını artırır. Ve Rablerine güvenirler; namaz kılarlar; kendilerine verdiğimiz rızıktan yerli yerince sarf ederler."
8,4,8:4,او۟ليك هم المومنون حقا ۚ لهم درجت عند ربهم ومغفرة ورزق كريم,أُو۟لَـٰٓئِكَ هُمُ ٱلْمُؤْمِنُونَ حَقًّا ۚ لَّهُمْ دَرَجَـٰتٌ عِندَ رَبِّهِمْ وَمَغْفِرَةٌ وَرِزْقٌ كَرِيمٌ,"İşte gerçekten inanmış olanlar bunlardır. Onlara Rablerinin katında mertebeler, mağfiret ve cömertçe verilmiş rızıklar vardır."
8,5,8:5,كما اخرجك ربك منۢ بيتك بالحق وان فريقا من المومنين لكرهون,كَمَآ أَخْرَجَكَ رَبُّكَ مِنۢ بَيْتِكَ بِٱلْحَقِّ وَإِنَّ فَرِيقًا مِّنَ ٱلْمُؤْمِنِينَ لَكَـٰرِهُونَ,"Nitekim, Rabbin seni hak uğrunda evinden savaş için çıkarmıştı, oysa müslümanların bir takımı bundan hoşlanmamıştı."
8,6,8:6,يجدلونك فى الحق بعد ما تبين كانما يساقون الى الموت وهم ينظرون,يُجَـٰدِلُونَكَ فِى ٱلْحَقِّ بَعْدَ مَا تَبَيَّنَ كَأَنَّمَا يُسَاقُونَ إِلَى ٱلْمَوْتِ وَهُمْ يَنظُرُونَ,"Sanki göz göre göre ölüme sürükleniyorlarmış gibi, gerçek ortaya çıktıktan sonra bile seninle tartışıyorlardı."
8,7,8:7,واذ يعدكم الله احدى الطايفتين انها لكم وتودون ان غير ذات الشوكة تكون لكم ويريد الله ان يحق الحق بكلمتهۦ ويقطع دابر الكفرين,وَإِذْ يَعِدُكُمُ ٱللَّهُ إِحْدَى ٱلطَّآئِفَتَيْنِ أَنَّهَا لَكُمْ وَتَوَدُّونَ أَنَّ غَيْرَ ذَاتِ ٱلشَّوْكَةِ تَكُونُ لَكُمْ وَيُرِيدُ ٱللَّهُ أَن يُحِقَّ ٱلْحَقَّ بِكَلِمَـٰتِهِۦ وَيَقْطَعَ دَابِرَ ٱلْكَـٰفِرِينَ,"Allah bu iki taifeden birini size vadetmişti; siz, kuvvetsiz olanın size düşmesini istiyordunuz. Oysa, suçluların hoşuna gitmese de, hakkı ortaya çıkarmak ve batılı tepelemek için, Allah sözleriyle hakkı ortaya koymak ve inkarcıların kökünü kesmek istiyordu."
