chapter_id,chapter_name,verse_number,verse_key,arabic_text_raw,arabic_text_normalized,arabic_text_search,arabic_words,turkish_text
34,Saba,9,34:9,أَفَلَمْ يَرَوْا۟ إِلَىٰ مَا بَيْنَ أَيْدِيهِمْ وَمَا خَلْفَهُم مِّنَ ٱلسَّمَآءِ وَٱلْأَرْضِ ۚ إِن نَّشَأْ نَخْسِفْ بِهِمُ ٱلْأَرْضَ أَوْ نُسْقِطْ عَلَيْهِمْ كِسَفًا مِّنَ ٱلسَّمَآءِ ۚ إِنَّ فِى ذَٰلِكَ لَـَٔايَةً لِّكُلِّ عَبْدٍ مُّنِيبٍ,أفلم يروا إلى ما بين أيديهم وما خلفهم من ٱلسماء وٱلأرض  إن نشأ نخسف بهم ٱلأرض أو نسقط عليهم كسفا من ٱلسماء  إن فى ذلك لاية لكل عبد منيب,افلم يروا الي ما بين ايديهم وما خلفهم من السماء والارض  ان نشا نخسف بهم الارض او نسقط عليهم كسفا من السماء  ان في ذلك لايه لكل عبد منيب,افلم يروا الي ما بين ايديهم وما خلفهم من السماء والارض ان نشا نخسف بهم الارض او نسقط عليهم كسفا من السماء ان في ذلك لايه لكل عبد منيب,"Önlerinde ve ardlarında olan göğü ve yeri görmezler mi? Dilesek onları yere geçirir veya göğün bir parçasını başlarına indiririz. Bunlarda, Allah'a yönelen her kul için dersler vardır."
34,Saba,10,34:10,۞ وَلَقَدْ ءَاتَيْنَا دَاوُۥدَ مِنَّا فَضْلًا ۖ يَـٰجِبَالُ أَوِّبِى مَعَهُۥ وَٱلطَّيْرَ ۖ وَأَلَنَّا لَهُ ٱلْحَدِيدَ,ولقد ءاتينا داود منا فضلا  يجبال أوبى معه وٱلطير  وألنا له ٱلحديد,ولقد ءاتينا داود منا فضلا  يجبال اوبي معه والطير  والنا له الحديد,ولقد ءاتينا داود منا فضلا يجبال اوبي معه والطير والنا له الحديد,"&quot;Ey dağlar ve kuşlar! Davud tesbih ettikçe siz de onu tekrarlayın&quot; diyerek and olsun ki, ona katımızdan lütufta bulunduk; &quot;geniş zırhlar yap, dokumasını sağlam tut&quot; diye ona demiri yumuşak kıldık. Yararlı iş işleyin; doğrusu Ben yaptıklarınızı görenim."
35,Fatir,1,35:1, ٱلْحَمْدُ لِلَّهِ فَاطِرِ ٱلسَّمَـٰوَٰتِ وَٱلْأَرْضِ جَاعِلِ ٱلْمَلَـٰٓئِكَةِ رُسُلًا أُو۟لِىٓ أَجْنِحَةٍ مَّثْنَىٰ وَثُلَـٰثَ وَرُبَـٰعَ ۚ يَزِيدُ فِى ٱلْخَلْقِ مَا يَشَآءُ ۚ إِنَّ ٱللَّهَ عَلَىٰ كُلِّ شَىْءٍ قَدِيرٌ,ٱلحمد لله فاطر ٱلسموت وٱلأرض جاعل ٱلملئكة رسلا أولى أجنحة مثنى وثلث وربع  يزيد فى ٱلخلق ما يشاء  إن ٱلله على كل شىء قدير,الحمد لله فاطر السموت والارض جاعل المليكه رسلا اولي اجنحه مثني وثلث وربع  يزيد في الخلق ما يشاء  ان الله علي كل شيء قدير,الحمد لله فاطر السموت والارض جاعل المليكه رسلا اولي اجنحه مثني وثلث وربع يزيد في الخلق ما يشاء ان الله علي كل شيء قدير,"Hamd, gökleri ve yeri yaratan, melekleri ikişer, üçer, dörder kanatlı elçiler kılan Allah'a mahsustur. Yaratmada dilediğini artırır. Doğrusu Allah, her şeye Kadir olandır."
35,Fatir,2,35:2,مَّا يَفْتَحِ ٱللَّهُ لِلنَّاسِ مِن رَّحْمَةٍ فَلَا مُمْسِكَ لَهَا ۖ وَمَا يُمْسِكْ فَلَا مُرْسِلَ لَهُۥ مِنۢ بَعْدِهِۦ ۚ وَهُوَ ٱلْعَزِيزُ ٱلْحَكِيمُ,ما يفتح ٱلله للناس من رحمة فلا ممسك لها  وما يمسك فلا مرسل له من بعده  وهو ٱلعزيز ٱلحكيم,ما يفتح الله للناس من رحمه فلا ممسك لها  وما يمسك فلا مرسل له من بعده  وهو العزيز الحكيم,ما يفتح الله للناس من رحمه فلا ممسك لها وما يمسك فلا مرسل له من بعده وهو العزيز الحكيم,"Allah'ın insanlara verdiği rahmeti önleyebilecek yoktur. O'nun önlediğini de ardından salıverecek yoktur. O, güçlü'dür, Hakim'dir."
35,Fatir,3,35:3,يَـٰٓأَيُّهَا ٱلنَّاسُ ٱذْكُرُوا۟ نِعْمَتَ ٱللَّهِ عَلَيْكُمْ ۚ هَلْ مِنْ خَـٰلِقٍ غَيْرُ ٱللَّهِ يَرْزُقُكُم مِّنَ ٱلسَّمَآءِ وَٱلْأَرْضِ ۚ لَآ إِلَـٰهَ إِلَّا هُوَ ۖ فَأَنَّىٰ تُؤْفَكُونَ,يأيها ٱلناس ٱذكروا نعمت ٱلله عليكم  هل من خلق غير ٱلله يرزقكم من ٱلسماء وٱلأرض  لا إله إلا هو  فأنى تؤفكون,يايها الناس اذكروا نعمت الله عليكم  هل من خلق غير الله يرزقكم من السماء والارض  لا اله الا هو  فاني توفكون,يايها الناس اذكروا نعمت الله عليكم هل من خلق غير الله يرزقكم من السماء والارض لا اله الا هو فاني توفكون,Ey insanlar! Allah'ın size olan nimetini anın; sizi gökten ve yerden rızıklandıran Allah'tan başka bir yaratan var mıdır? O'ndan başka tanrı yoktur. Nasıl aldatılıp da döndürülürsünüz?
35,Fatir,4,35:4,وَإِن يُكَذِّبُوكَ فَقَدْ كُذِّبَتْ رُسُلٌ مِّن قَبْلِكَ ۚ وَإِلَى ٱللَّهِ تُرْجَعُ ٱلْأُمُورُ,وإن يكذبوك فقد كذبت رسل من قبلك  وإلى ٱلله ترجع ٱلأمور,وان يكذبوك فقد كذبت رسل من قبلك  والي الله ترجع الامور,وان يكذبوك فقد كذبت رسل من قبلك والي الله ترجع الامور,Seni yalanlıyorlarsa bil ki senden önce de nice peygamberler yalanlanmıştır. Bütün işler Allah' a döndürülür.
35,Fatir,5,35:5,يَـٰٓأَيُّهَا ٱلنَّاسُ إِنَّ وَعْدَ ٱللَّهِ حَقٌّ ۖ فَلَا تَغُرَّنَّكُمُ ٱلْحَيَوٰةُ ٱلدُّنْيَا ۖ وَلَا يَغُرَّنَّكُم بِٱللَّهِ ٱلْغَرُورُ,يأيها ٱلناس إن وعد ٱلله حق  فلا تغرنكم ٱلحيوة ٱلدنيا  ولا يغرنكم بٱلله ٱلغرور,يايها الناس ان وعد الله حق  فلا تغرنكم الحيوه الدنيا  ولا يغرنكم بالله الغرور,يايها الناس ان وعد الله حق فلا تغرنكم الحيوه الدنيا ولا يغرنكم بالله الغرور,Ey insanlar! Allah'ın verdiği söz şüphesiz gerçektir; dünya hayatı sizi aldatmasın. Allah'ın affına güvendirerek şeytan sizi ayartmasın.
35,Fatir,6,35:6,إِنَّ ٱلشَّيْطَـٰنَ لَكُمْ عَدُوٌّ فَٱتَّخِذُوهُ عَدُوًّا ۚ إِنَّمَا يَدْعُوا۟ حِزْبَهُۥ لِيَكُونُوا۟ مِنْ أَصْحَـٰبِ ٱلسَّعِيرِ,إن ٱلشيطن لكم عدو فٱتخذوه عدوا  إنما يدعوا حزبه ليكونوا من أصحب ٱلسعير,ان الشيطن لكم عدو فاتخذوه عدوا  انما يدعوا حزبه ليكونوا من اصحب السعير,ان الشيطن لكم عدو فاتخذوه عدوا انما يدعوا حزبه ليكونوا من اصحب السعير,"Şeytan şüphesiz sizin düşmanınızdır; siz de onu düşman tutun; o, kendi taraftarlarını, çılgın alevli cehennem yaranı olmaya çağırır."
35,Fatir,7,35:7,ٱلَّذِينَ كَفَرُوا۟ لَهُمْ عَذَابٌ شَدِيدٌ ۖ وَٱلَّذِينَ ءَامَنُوا۟ وَعَمِلُوا۟ ٱلصَّـٰلِحَـٰتِ لَهُم مَّغْفِرَةٌ وَأَجْرٌ كَبِيرٌ,ٱلذين كفروا لهم عذاب شديد  وٱلذين ءامنوا وعملوا ٱلصلحت لهم مغفرة وأجر كبير,الذين كفروا لهم عذاب شديد  والذين ءامنوا وعملوا الصلحت لهم مغفره واجر كبير,الذين كفروا لهم عذاب شديد والذين ءامنوا وعملوا الصلحت لهم مغفره واجر كبير,İnkar eden kimselere çetin azap vardır.
35,Fatir,8,35:8,أَفَمَن زُيِّنَ لَهُۥ سُوٓءُ عَمَلِهِۦ فَرَءَاهُ حَسَنًا ۖ فَإِنَّ ٱللَّهَ يُضِلُّ مَن يَشَآءُ وَيَهْدِى مَن يَشَآءُ ۖ فَلَا تَذْهَبْ نَفْسُكَ عَلَيْهِمْ حَسَرَٰتٍ ۚ إِنَّ ٱللَّهَ عَلِيمٌۢ بِمَا يَصْنَعُونَ,أفمن زين له سوء عمله فرءاه حسنا  فإن ٱلله يضل من يشاء ويهدى من يشاء  فلا تذهب نفسك عليهم حسرت  إن ٱلله عليم بما يصنعون,افمن زين له سوء عمله فرءاه حسنا  فان الله يضل من يشاء ويهدي من يشاء  فلا تذهب نفسك عليهم حسرت  ان الله عليم بما يصنعون,افمن زين له سوء عمله فرءاه حسنا فان الله يضل من يشاء ويهدي من يشاء فلا تذهب نفسك عليهم حسرت ان الله عليم بما يصنعون,"Kötü işi kendisine güzel gösterilip de onu güzel gören kimse, kötülüğü hiç işlemeyene benzer mi? Şüphesiz Allah dilediğini saptırır, dilediğini de doğru yola eriştirir. Artık onlara üzülerek kendini harabetme; Allah onların yaptıklarını şüphesiz bilir."
35,Fatir,9,35:9,وَٱللَّهُ ٱلَّذِىٓ أَرْسَلَ ٱلرِّيَـٰحَ فَتُثِيرُ سَحَابًا فَسُقْنَـٰهُ إِلَىٰ بَلَدٍ مَّيِّتٍ فَأَحْيَيْنَا بِهِ ٱلْأَرْضَ بَعْدَ مَوْتِهَا ۚ كَذَٰلِكَ ٱلنُّشُورُ,وٱلله ٱلذى أرسل ٱلريح فتثير سحابا فسقنه إلى بلد ميت فأحيينا به ٱلأرض بعد موتها  كذلك ٱلنشور,والله الذي ارسل الريح فتثير سحابا فسقنه الي بلد ميت فاحيينا به الارض بعد موتها  كذلك النشور,والله الذي ارسل الريح فتثير سحابا فسقنه الي بلد ميت فاحيينا به الارض بعد موتها كذلك النشور,"Rüzgarları gönderip de bulutları yürüten Allah'tır. Biz bulutları ölü bir yere sürüp, onunla toprağı ölümünden sonra diriltiriz. İnsanları diriltmek de böyledir."
35,Fatir,10,35:10,مَن كَانَ يُرِيدُ ٱلْعِزَّةَ فَلِلَّهِ ٱلْعِزَّةُ جَمِيعًا ۚ إِلَيْهِ يَصْعَدُ ٱلْكَلِمُ ٱلطَّيِّبُ وَٱلْعَمَلُ ٱلصَّـٰلِحُ يَرْفَعُهُۥ ۚ وَٱلَّذِينَ يَمْكُرُونَ ٱلسَّيِّـَٔاتِ لَهُمْ عَذَابٌ شَدِيدٌ ۖ وَمَكْرُ أُو۟لَـٰٓئِكَ هُوَ يَبُورُ,من كان يريد ٱلعزة فلله ٱلعزة جميعا  إليه يصعد ٱلكلم ٱلطيب وٱلعمل ٱلصلح يرفعه  وٱلذين يمكرون ٱلسيات لهم عذاب شديد  ومكر أولئك هو يبور,من كان يريد العزه فلله العزه جميعا  اليه يصعد الكلم الطيب والعمل الصلح يرفعه  والذين يمكرون السيات لهم عذاب شديد  ومكر اوليك هو يبور,من كان يريد العزه فلله العزه جميعا اليه يصعد الكلم الطيب والعمل الصلح يرفعه والذين يمكرون السيات لهم عذاب شديد ومكر اوليك هو يبور,"Kudret isteyen kimse bilsin ki, kudret, bütünüyle Allah'ındır. Güzel sözler O'na yükselir, o sözleri de yararlı iş yükseltir. Kötülük yapmakta düzen kuranlara, onlara, çetin azap vardır. İşte bunların kurdukları düzenler boşa çıkar."
36,Ya-Sin,1,36:1, يسٓ,يس,يس,يس,"Ya, Sin."
36,Ya-Sin,2,36:2,وَٱلْقُرْءَانِ ٱلْحَكِيمِ,وٱلقرءان ٱلحكيم,والقرءان الحكيم,والقرءان الحكيم,"Kuran'ı Hakim'e and olsun ki, sen doğru yol üzere gönderilmiş peygamberlerdensin."
36,Ya-Sin,3,36:3,إِنَّكَ لَمِنَ ٱلْمُرْسَلِينَ,إنك لمن ٱلمرسلين,انك لمن المرسلين,انك لمن المرسلين,"Kuran'ı Hakim'e and olsun ki, sen doğru yol üzere gönderilmiş peygamberlerdensin."
36,Ya-Sin,4,36:4,عَلَىٰ صِرَٰطٍ مُّسْتَقِيمٍ,على صرط مستقيم,علي صرط مستقيم,علي صرط مستقيم,"Kuran'ı Hakim'e and olsun ki, sen doğru yol üzere gönderilmiş peygamberlerdensin."
36,Ya-Sin,5,36:5,تَنزِيلَ ٱلْعَزِيزِ ٱلرَّحِيمِ,تنزيل ٱلعزيز ٱلرحيم,تنزيل العزيز الرحيم,تنزيل العزيز الرحيم,"Bu, babaları uyarılmadığından gafil kalmış bir milleti uyarman için güçlü ve merhametli olan Allah'ın indirdiği Kuran'dır."
36,Ya-Sin,6,36:6,لِتُنذِرَ قَوْمًا مَّآ أُنذِرَ ءَابَآؤُهُمْ فَهُمْ غَـٰفِلُونَ,لتنذر قوما ما أنذر ءاباؤهم فهم غفلون,لتنذر قوما ما انذر ءاباوهم فهم غفلون,لتنذر قوما ما انذر ءاباوهم فهم غفلون,"Bu, babaları uyarılmadığından gafil kalmış bir milleti uyarman için güçlü ve merhametli olan Allah'ın indirdiği Kuran'dır."
36,Ya-Sin,7,36:7,لَقَدْ حَقَّ ٱلْقَوْلُ عَلَىٰٓ أَكْثَرِهِمْ فَهُمْ لَا يُؤْمِنُونَ,لقد حق ٱلقول على أكثرهم فهم لا يؤمنون,لقد حق القول علي اكثرهم فهم لا يومنون,لقد حق القول علي اكثرهم فهم لا يومنون,"And olsun ki, hüküm çoğunun aleyhine gerçekleşmiştir, bunun için artık inanmazlar."
36,Ya-Sin,8,36:8,إِنَّا جَعَلْنَا فِىٓ أَعْنَـٰقِهِمْ أَغْلَـٰلًا فَهِىَ إِلَى ٱلْأَذْقَانِ فَهُم مُّقْمَحُونَ,إنا جعلنا فى أعنقهم أغللا فهى إلى ٱلأذقان فهم مقمحون,انا جعلنا في اعنقهم اغللا فهي الي الاذقان فهم مقمحون,انا جعلنا في اعنقهم اغللا فهي الي الاذقان فهم مقمحون,"Boyunlarına, çenelerine kadar varan demir halkalar geçirmişizdir, bunun için başları yukarı kalkıktır."
36,Ya-Sin,9,36:9,وَجَعَلْنَا مِنۢ بَيْنِ أَيْدِيهِمْ سَدًّا وَمِنْ خَلْفِهِمْ سَدًّا فَأَغْشَيْنَـٰهُمْ فَهُمْ لَا يُبْصِرُونَ,وجعلنا من بين أيديهم سدا ومن خلفهم سدا فأغشينهم فهم لا يبصرون,وجعلنا من بين ايديهم سدا ومن خلفهم سدا فاغشينهم فهم لا يبصرون,وجعلنا من بين ايديهم سدا ومن خلفهم سدا فاغشينهم فهم لا يبصرون,Önlerine ve arkalarına sed çekmişizdir. Gözlerini perdelediğimizden artık göremezler.
36,Ya-Sin,10,36:10,وَسَوَآءٌ عَلَيْهِمْ ءَأَنذَرْتَهُمْ أَمْ لَمْ تُنذِرْهُمْ لَا يُؤْمِنُونَ,وسواء عليهم ءأنذرتهم أم لم تنذرهم لا يؤمنون,وسواء عليهم ءانذرتهم ام لم تنذرهم لا يومنون,وسواء عليهم ءانذرتهم ام لم تنذرهم لا يومنون,"Onları uyarsan da uyarmasan da birdir, inanmazlar."
37,As-Saffat,1,37:1, وَٱلصَّـٰٓفَّـٰتِ صَفًّا,وٱلصفت صفا,والصفت صفا,والصفت صفا,"Sıra Sıra duran ve önlerindekini sürdükçe süren ve Allah'ı andıkça anan meleklere and olsun ki, sizin Tanrınız birdir; göklerin, yerin ve ikisi arasında bulunanların -doğuların da- Rabbidir."
37,As-Saffat,2,37:2,فَٱلزَّٰجِرَٰتِ زَجْرًا,فٱلزجرت زجرا,فالزجرت زجرا,فالزجرت زجرا,"Sıra Sıra duran ve önlerindekini sürdükçe süren ve Allah'ı andıkça anan meleklere and olsun ki, sizin Tanrınız birdir; göklerin, yerin ve ikisi arasında bulunanların -doğuların da- Rabbidir."
37,As-Saffat,3,37:3,فَٱلتَّـٰلِيَـٰتِ ذِكْرًا,فٱلتليت ذكرا,فالتليت ذكرا,فالتليت ذكرا,"Sıra Sıra duran ve önlerindekini sürdükçe süren ve Allah'ı andıkça anan meleklere and olsun ki, sizin Tanrınız birdir; göklerin, yerin ve ikisi arasında bulunanların -doğuların da- Rabbidir."
37,As-Saffat,4,37:4,إِنَّ إِلَـٰهَكُمْ لَوَٰحِدٌ,إن إلهكم لوحد,ان الهكم لوحد,ان الهكم لوحد,"Sıra Sıra duran ve önlerindekini sürdükçe süren ve Allah'ı andıkça anan meleklere and olsun ki, sizin Tanrınız birdir; göklerin, yerin ve ikisi arasında bulunanların -doğuların da- Rabbidir."
37,As-Saffat,5,37:5,رَّبُّ ٱلسَّمَـٰوَٰتِ وَٱلْأَرْضِ وَمَا بَيْنَهُمَا وَرَبُّ ٱلْمَشَـٰرِقِ,رب ٱلسموت وٱلأرض وما بينهما ورب ٱلمشرق,رب السموت والارض وما بينهما ورب المشرق,رب السموت والارض وما بينهما ورب المشرق,"Sıra Sıra duran ve önlerindekini sürdükçe süren ve Allah'ı andıkça anan meleklere and olsun ki, sizin Tanrınız birdir; göklerin, yerin ve ikisi arasında bulunanların -doğuların da- Rabbidir."
37,As-Saffat,6,37:6,إِنَّا زَيَّنَّا ٱلسَّمَآءَ ٱلدُّنْيَا بِزِينَةٍ ٱلْكَوَاكِبِ,إنا زينا ٱلسماء ٱلدنيا بزينة ٱلكواكب,انا زينا السماء الدنيا بزينه الكواكب,انا زينا السماء الدنيا بزينه الكواكب,"Şüphesiz Biz, yakın göğü bir süsle, yıldızlarla süsledik."
37,As-Saffat,7,37:7,وَحِفْظًا مِّن كُلِّ شَيْطَـٰنٍ مَّارِدٍ,وحفظا من كل شيطن مارد,وحفظا من كل شيطن مارد,وحفظا من كل شيطن مارد,"Onu, inatçı her türlü şeytandan koruduk."
37,As-Saffat,8,37:8,لَّا يَسَّمَّعُونَ إِلَى ٱلْمَلَإِ ٱلْأَعْلَىٰ وَيُقْذَفُونَ مِن كُلِّ جَانِبٍ,لا يسمعون إلى ٱلملإ ٱلأعلى ويقذفون من كل جانب,لا يسمعون الي الملا الاعلي ويقذفون من كل جانب,لا يسمعون الي الملا الاعلي ويقذفون من كل جانب,Onlar yüce alemi asla dinleyemezler. Her yönden kovularak atılırlar. Onlara sürekli bir azap vardır.
37,As-Saffat,9,37:9,دُحُورًا ۖ وَلَهُمْ عَذَابٌ وَاصِبٌ,دحورا  ولهم عذاب واصب,دحورا  ولهم عذاب واصب,دحورا ولهم عذاب واصب,Onlar yüce alemi asla dinleyemezler. Her yönden kovularak atılırlar. Onlara sürekli bir azap vardır.
37,As-Saffat,10,37:10,إِلَّا مَنْ خَطِفَ ٱلْخَطْفَةَ فَأَتْبَعَهُۥ شِهَابٌ ثَاقِبٌ,إلا من خطف ٱلخطفة فأتبعه شهاب ثاقب,الا من خطف الخطفه فاتبعه شهاب ثاقب,الا من خطف الخطفه فاتبعه شهاب ثاقب,Hele bir tek söz kapan olsun; delici bir alev onun peşine düşüverir.
38,Sad,1,38:1, صٓ ۚ وَٱلْقُرْءَانِ ذِى ٱلذِّكْرِ,ص  وٱلقرءان ذى ٱلذكر,ص  والقرءان ذي الذكر,ص والقرءان ذي الذكر,"Sad. Öğüt veren Kuran'a and olsun ki, inkar edenler gurur ve ayrılık içindedirler."
38,Sad,2,38:2,بَلِ ٱلَّذِينَ كَفَرُوا۟ فِى عِزَّةٍ وَشِقَاقٍ,بل ٱلذين كفروا فى عزة وشقاق,بل الذين كفروا في عزه وشقاق,بل الذين كفروا في عزه وشقاق,"Sad. Öğüt veren Kuran'a and olsun ki, inkar edenler gurur ve ayrılık içindedirler."
38,Sad,3,38:3,كَمْ أَهْلَكْنَا مِن قَبْلِهِم مِّن قَرْنٍ فَنَادَوا۟ وَّلَاتَ حِينَ مَنَاصٍ,كم أهلكنا من قبلهم من قرن فنادوا ولات حين مناص,كم اهلكنا من قبلهم من قرن فنادوا ولات حين مناص,كم اهلكنا من قبلهم من قرن فنادوا ولات حين مناص,Onlardan önce nice nesilleri yok ettik. Feryat ediyorlardı; oysa artık kurtulma zamanı değildi.
38,Sad,4,38:4,وَعَجِبُوٓا۟ أَن جَآءَهُم مُّنذِرٌ مِّنْهُمْ ۖ وَقَالَ ٱلْكَـٰفِرُونَ هَـٰذَا سَـٰحِرٌ كَذَّابٌ,وعجبوا أن جاءهم منذر منهم  وقال ٱلكفرون هذا سحر كذاب,وعجبوا ان جاءهم منذر منهم  وقال الكفرون هذا سحر كذاب,وعجبوا ان جاءهم منذر منهم وقال الكفرون هذا سحر كذاب,"Aralarından bir uyarıcının gelmesine şaşmışlardı. İnkarcılar: &quot;Bu, pek yalancı bir sihirbazdır; tanrıları tek bir tanrı mı yaptı? Doğrusu bu tuhaf bir şeydir&quot; demişlerdi."
38,Sad,5,38:5,أَجَعَلَ ٱلْـَٔالِهَةَ إِلَـٰهًا وَٰحِدًا ۖ إِنَّ هَـٰذَا لَشَىْءٌ عُجَابٌ,أجعل ٱلالهة إلها وحدا  إن هذا لشىء عجاب,اجعل الالهه الها وحدا  ان هذا لشيء عجاب,اجعل الالهه الها وحدا ان هذا لشيء عجاب,"Aralarından bir uyarıcının gelmesine şaşmışlardı. İnkarcılar: &quot;Bu, pek yalancı bir sihirbazdır; tanrıları tek bir tanrı mı yaptı? Doğrusu bu tuhaf bir şeydir&quot; demişlerdi."
38,Sad,6,38:6,وَٱنطَلَقَ ٱلْمَلَأُ مِنْهُمْ أَنِ ٱمْشُوا۟ وَٱصْبِرُوا۟ عَلَىٰٓ ءَالِهَتِكُمْ ۖ إِنَّ هَـٰذَا لَشَىْءٌ يُرَادُ,وٱنطلق ٱلملأ منهم أن ٱمشوا وٱصبروا على ءالهتكم  إن هذا لشىء يراد,وانطلق الملا منهم ان امشوا واصبروا علي ءالهتكم  ان هذا لشيء يراد,وانطلق الملا منهم ان امشوا واصبروا علي ءالهتكم ان هذا لشيء يراد,"Onlardan ileri gelenler: &quot;Yürüyün, tanrılarınıza bağlılıkta direnin, sizden istenen şüphesiz budur. Başka dinde de bunu işitmedik; bu ancak bir uydurmadır. Kuran, aramızda ona mı indirilmeliydi?&quot; dediler. Hayır, bunlar Kuran'ımızdan şüphededirler. Hayır, azabımızı henüz tatmamışlardır."
38,Sad,7,38:7,مَا سَمِعْنَا بِهَـٰذَا فِى ٱلْمِلَّةِ ٱلْـَٔاخِرَةِ إِنْ هَـٰذَآ إِلَّا ٱخْتِلَـٰقٌ,ما سمعنا بهذا فى ٱلملة ٱلاخرة إن هذا إلا ٱختلق,ما سمعنا بهذا في المله الاخره ان هذا الا اختلق,ما سمعنا بهذا في المله الاخره ان هذا الا اختلق,"Onlardan ileri gelenler: &quot;Yürüyün, tanrılarınıza bağlılıkta direnin, sizden istenen şüphesiz budur. Başka dinde de bunu işitmedik; bu ancak bir uydurmadır. Kuran, aramızda ona mı indirilmeliydi?&quot; dediler. Hayır, bunlar Kuran'ımızdan şüphededirler. Hayır, azabımızı henüz tatmamışlardır."
38,Sad,8,38:8,أَءُنزِلَ عَلَيْهِ ٱلذِّكْرُ مِنۢ بَيْنِنَا ۚ بَلْ هُمْ فِى شَكٍّ مِّن ذِكْرِى ۖ بَل لَّمَّا يَذُوقُوا۟ عَذَابِ,أءنزل عليه ٱلذكر من بيننا  بل هم فى شك من ذكرى  بل لما يذوقوا عذاب,اءنزل عليه الذكر من بيننا  بل هم في شك من ذكري  بل لما يذوقوا عذاب,اءنزل عليه الذكر من بيننا بل هم في شك من ذكري بل لما يذوقوا عذاب,"Onlardan ileri gelenler: &quot;Yürüyün, tanrılarınıza bağlılıkta direnin, sizden istenen şüphesiz budur. Başka dinde de bunu işitmedik; bu ancak bir uydurmadır. Kuran, aramızda ona mı indirilmeliydi?&quot; dediler. Hayır, bunlar Kuran'ımızdan şüphededirler. Hayır, azabımızı henüz tatmamışlardır."
38,Sad,9,38:9,أَمْ عِندَهُمْ خَزَآئِنُ رَحْمَةِ رَبِّكَ ٱلْعَزِيزِ ٱلْوَهَّابِ,أم عندهم خزائن رحمة ربك ٱلعزيز ٱلوهاب,ام عندهم خزاين رحمه ربك العزيز الوهاب,ام عندهم خزاين رحمه ربك العزيز الوهاب,"Yoksa, güçlü ve çok ihsan sahibi olan Rabbinin rahmet hazineleri onların yanında mıdır?"
38,Sad,10,38:10,أَمْ لَهُم مُّلْكُ ٱلسَّمَـٰوَٰتِ وَٱلْأَرْضِ وَمَا بَيْنَهُمَا ۖ فَلْيَرْتَقُوا۟ فِى ٱلْأَسْبَـٰبِ,أم لهم ملك ٱلسموت وٱلأرض وما بينهما  فليرتقوا فى ٱلأسبب,ام لهم ملك السموت والارض وما بينهما  فليرتقوا في الاسبب,ام لهم ملك السموت والارض وما بينهما فليرتقوا في الاسبب,"Yahut, göklerin, yerin ve ikisi arasında bulunanların hükümranlığı onların elinde midir? Öyle ise sebeplere tevessül edip göğe yükselsinler!"
39,Az-Zumar,1,39:1, تَنزِيلُ ٱلْكِتَـٰبِ مِنَ ٱللَّهِ ٱلْعَزِيزِ ٱلْحَكِيمِ,تنزيل ٱلكتب من ٱلله ٱلعزيز ٱلحكيم,تنزيل الكتب من الله العزيز الحكيم,تنزيل الكتب من الله العزيز الحكيم,"Kitap'ın indirilmesi, güçlü ve Hakim olan Allah katındandır."
39,Az-Zumar,2,39:2,إِنَّآ أَنزَلْنَآ إِلَيْكَ ٱلْكِتَـٰبَ بِٱلْحَقِّ فَٱعْبُدِ ٱللَّهَ مُخْلِصًا لَّهُ ٱلدِّينَ,إنا أنزلنا إليك ٱلكتب بٱلحق فٱعبد ٱلله مخلصا له ٱلدين,انا انزلنا اليك الكتب بالحق فاعبد الله مخلصا له الدين,انا انزلنا اليك الكتب بالحق فاعبد الله مخلصا له الدين,Biz sana Kitap'ı gerçekle indirdik. Öyle ise dini Allah için halis kılarak O'na kulluk et.
39,Az-Zumar,3,39:3,أَلَا لِلَّهِ ٱلدِّينُ ٱلْخَالِصُ ۚ وَٱلَّذِينَ ٱتَّخَذُوا۟ مِن دُونِهِۦٓ أَوْلِيَآءَ مَا نَعْبُدُهُمْ إِلَّا لِيُقَرِّبُونَآ إِلَى ٱللَّهِ زُلْفَىٰٓ إِنَّ ٱللَّهَ يَحْكُمُ بَيْنَهُمْ فِى مَا هُمْ فِيهِ يَخْتَلِفُونَ ۗ إِنَّ ٱللَّهَ لَا يَهْدِى مَنْ هُوَ كَـٰذِبٌ كَفَّارٌ,ألا لله ٱلدين ٱلخالص  وٱلذين ٱتخذوا من دونه أولياء ما نعبدهم إلا ليقربونا إلى ٱلله زلفى إن ٱلله يحكم بينهم فى ما هم فيه يختلفون  إن ٱلله لا يهدى من هو كذب كفار,الا لله الدين الخالص  والذين اتخذوا من دونه اولياء ما نعبدهم الا ليقربونا الي الله زلفي ان الله يحكم بينهم في ما هم فيه يختلفون  ان الله لا يهدي من هو كذب كفار,الا لله الدين الخالص والذين اتخذوا من دونه اولياء ما نعبدهم الا ليقربونا الي الله زلفي ان الله يحكم بينهم في ما هم فيه يختلفون ان الله لا يهدي من هو كذب كفار,"Dikkat edin, halis din Allah'ındır; O'nu bırakıp da putlardan dostlar edinenler: &quot;Onlara, bizi Allah'a yaklaştırsınlar diye kulluk ediyoruz&quot; derler. Doğrusu Allah ayrılığa düştükleri şeylerde aralarında hüküm verecektir. Allah şüphesiz yalancı ve inkarcı kimseyi doğru yola eriştirmez."
